onca;caseiro;fake news;comment_text;;;;;
neutro;neutro;não;"Amo os biológicos <a href=""http://www.youtube.com/results?search_query=%23henrique"">#Henrique</a>  e <a href=""http://www.youtube.com/results?search_query=%23richard"">#Richard</a> 🎉🎉🎉🎉🎉❤❤❤❤❤❤❤❤";;;;;
negativo;neutro;sim;É muito engraçado ver esses biologos da cidade falando sobre onças... falam o contrário da realidade na selva... onças sao animais perigosíssimo e não tem medo de nada e atacam tudo que veem na selva...;;;;;
neutro;neutro;não;Não sei o porquê que o Vilela insiste em levar dois profissionais que falam sobre o mesmo tema. Fica óbvio que Richard tentava se sobressair ao outro. E no final pra quem está assistindo não fica legal e pouco aproveitável em conteúdo, já que o raciocínio do outro nunca é concluído.;;;;;
neutro;neutro;não;Interessante, por que o Biólogo tem o conhecimento teórico e o Rasmussen tem o conhecimento prático, de quem esteve em campo.<br>É igual ao engenheiro e o técnico.;;;;;
neutro;neutro;não;Será que ossos humanos nas fezes da onça aprendida, não seriam provas bastantes?;;;;;
neutro;neutro;não;Só acredito no Leandro Silveira;;;;;
neutro;neutro;não;E também esse tal biólogo Henrique ficou só fazendo piadinhas no começo da entrevista!!;;;;;
positivo;neutro;não;Fatalidade! Chega !<br>O negativo do acontecido é q confirmou uma negativa de preservação!<br>Onça deve ser protegida sim, domesticada não!;;;;;
neutro;neutro;não;"Quem morreu foi o  biólogo Steve Irwin, conhecido como &quot;Caçador de Crocodilos&quot;, foi morto por uma arraia em 2006.";;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=443"">7:23</a> eu compartilho do mesmo pensamento.  No próprio vídeo dá pra ouvir eles falando dos tiros...";;;;;
neutro;neutro;não;Duas feras juntas, que aula!!!;;;;;
neutro;neutro;não;O Henrique não deixa o Richard falar….;;;;;
neutro;neutro;não;É verdade esses figurinhas parece que não conhecem Pit Bull que se bobear destrói uma pessoa em minutos.;;;;;
neutro;neutro;não;"Meu vizinho foi m<a href=""http://www.youtube.com/results?search_query=%23rto"">#rto</a> e devorado pelo proprio cachorro dele. so fomos descobrir quando comecou a feder. o pitbul se alimentou com os restos mortais. sena horrivel que eu nunca mais consegui esquecer";;;;;
neutro;neutro;não;Conversa mole quem mora no mato tem que andar com um facão afiado e uma espingarda, ou então não fique aí mude para a cidade, pois até esses ambientalistas que fazem programas, quando vão gravar em locais de animais selvagens levam armas, se liguem só morre quem é trouxa.;;;;;
neutro;neutro;não;@@wagnerlima-137wf Segura a inveja ai amigo, o sol brilha para todos.;;;;;
neutro;neutro;não;Valeu @@gabrielnunes7407 vou procurar.. obrigado!! 👍🏻👍🏻;;;;;
neutro;neutro;não;Sim verdade creio que mesmo se um falasse besteira o outro iria corigir de forma educada  da pra ver a maturidade e respeito um pelo outro !curto muuto so videos dos dois;;;;;
neutro;neutro;não;Sobre o blefe. Um dia eu tava andando a noite vi um cachorro grande e bati o pé fiz barulho, quando ele saiu da sombra era um Pitbull, quase caguei na roupa;;;;;
neutro;neutro;não;"&quot;Biólogos&quot; Daldeia tem razáo...caçadores de lagartixas😂😂";;;;;
positivo;neutro;não;Não vale a vida de qual ser humano? Assassinos, pedófilos, estupradores, psicopatas, mentirosos, enganadores, ladroes….a onça é muito melhor que muito ser humano!!!!;;;;;
neutro;neutro;não;Bem lembrado, um indio de verdade seria esclarecedor. Até hoje, não vi nenhum vídeo trazem um dele para falar do assunto.;;;;;
neutro;positivo;sim;meus sentimentos e respeito à familia dosr.Jorge,estamos vivendo em um tempo em quê os animais têm mais valor do que o ser humano, jesus está voltando!;;;;;
neutro;neutro;não;Pode ter sido ,porém os dois tem conhecimentos praticamente iguais,Richard mais conhecido pelos programas na TV;;;;;
positivo;neutro;não;O cara falando que o ser humano perde em tudo contra os animais, porra o ser humano tá acabando com o mundo, nós temos o melhor de todos as coisas que os animais tem , uns tem pressas, uns veneno, nós temos inteligência e dominamos tudo , somos os predadores alfa , cada um usando a arma que Deus ou a natureza deu fala que os humanos só estão acima na cadeia alimentar pois usam armas e mesmo que dizer que o leão não pode usar as armas que a natureza deu , animais nós pedram, mais nós matamos todos , aí vem um cara e fala que uma onça vê um ser humano como presa , se não existisse leis no Brasil o idiotas dos humanos já teriam acabado com eles por diversão;;;;;
neutro;neutro;não;Uma vez era criança tinha uns 6 7 anos o cachorro do vizinho grandão veio para cima de mim eu lembrei Se correr o bicho pega ,então parei, encarei ele ,abrir os braços, e comecei a gritar o mais alto que eu podia ele correu de mim😂😂;;;;;
neutro;neutro;sim;Mas tiveram muitos sumiços de pessoas.. que ninguém falou que foram as onças que comeram pq ninguém viu...más só encontraram as carcaças lamentavelmente do corpo.. daqui de São Paulo ouvi essas histórias;;;;;
neutro;neutro;não;Richard deu show .;;;;;
neutro;neutro;sim;Moro dentro e da Amazônia  e posso afirmar com TODA propriedade  que as Onças matam seres humanos, comem só uma parte e joga o resto fora.;;;;;
neutro;neutro;não;Não da pra tanka todo esse bla bla bla evolucionista;;;;;
negativo;neutro;não;Moro no sítio, e a única maneira de se salvar é no peteco peteco. Não tem outra;;;;;
neutro;neutro;não;Essa pergunta de onça que come carne foi mal formulada. Até um cachorro caramelo come carne humana e comerá sempre que der para ele. Corte um pedaço de carne de uma pessoa e jogue para o seu cachorro, ele vai comer na hora, ele não vai diferenciar o pedaço de uma carne de pessoa para o pedaço de uma carne de boi. É claro que tem cheiro diferente, ainda mais para os cães, mas já houve casos em que o dono dos cachorros morreu em casa e os cachorros dele ficaram famintos e se alimentaram do cadáver do dono. Só pesquisar no Google.;;;;;
neutro;neutro;sim;Gato inclusive, aconteceu recentemente. Uma velha cheia de gatos morreu e os gatos comeram os restos;;;;;
negativo;neutro;sim;O q eu sei q onça ataca gente sim . E existe mais muito mais casos de ataque de onça a seres humano q nem imagina ..por não ser divulgado ..né;;;;;
neutro;neutro;não;Se ela tentar te estuprar, sim.;;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=658"">10:58</a> Ou será que a megafauna sul-americana já estava mal das pernas antes mesmo de os humanos chegarem, e estes meio que completaram o serviço?? Em outras palavras, deram o golpe de misericórdia??";;;;;
negativo;neutro;sim;O povo  desmata  o habitar  delas .caça para  comer os alimentos  deles  .então eles  só  tem  os humanos como  alimentos  .falo isso  pq nasci  e crescir na roça  .conheço  várias pessoas  que  tem  gado no pasto  .galinhas no quintal  .e vivem  só no mato  caçando os animais  silvestres  .vai de um passarinho  a veado  .até  jabuti  mata pra comer  .tatu não fica um .então não sobra nada pra  as onças.;;;;;
neutro;neutro;não;Richard e biólogo Henrique... Embaçado demais!!!;;;;;
neutro;neutro;não;Para mim, oque realmente aconteceu foi que abateram a onça no momento que a encontraram, essa onça deve ser outra que também rondava o pesqueiro, já que eram 2.;;;;;
neutro;neutro;não;Biólogo Henrique fez implante de cabelo.;;;;;
neutro;neutro;não;Em sp dois caras numa moto também é bem perigoso;;;;;
neutro;positivo;não;O que deveria causar comoção é a morte de um ser humano.;;;;;
neutro;neutro;não;O Richard é muito bom no que faz, tem até uma certa humildade e é bem sensato, mas o outro é uma lástima. Soberbo ao extremo, mesmo tendo uma péssima oratória, isso se deve à falta de experiência em mundo aberto. Biólogo de zoológico? Sei lá, pode ser.;;;;;
neutro;neutro;não;Amigo, eu sou do RJ e aqui é perigoso sim, tem outros Estados iguais ?! Sim! Mas, somos um estado turístico e pequeno que não tinha nem que ter tanta bandidagem;;;;;
neutro;neutro;não;Será que é pq é o estado onde o tráfico tem mais poder que a polícia?;;;;;
neutro;neutro;não;Você deu sorte;;;;;
neutro;neutro;não;A onça devorou o cara e os biólogos e youtubers estão roendo os ossos dele até agora.;;;;;
neutro;neutro;não;Também acredito que mataram a onça,numa postagem houve tiro .;;;;;
neutro;neutro;não;O que eu não concordo com  estes biologos é quando eles falam q o animal provou carne humana,para um animal carnívoro carne é carne, pra ele nao a distinção.;;;;;
negativo;neutro;sim;@@rozenvallevinthal5438 mas não vai dar em nada porque muito raramente onça vai preferir sair do habitat dela pra ir procurar gente.  Igual aquele caso da onça que matou e comeu parte de uma caçador em 2017, ela continuou na natureza sem novos ataques;;;;;
neutro;neutro;não;Para... se onça não comesse carne humana,  viveriam todos no mesmo habitat.;;;;;
neutro;neutro;não;Ja vi videos em que cachorros começaram a latir desesperadamente a ponto de intimar e a onça desistir de atacar.;;;;;
neutro;neutro;não;Que vídeo satisfatório, cientistas em que podemos acreditar, e são poucos ultimamente .;;;;;
neutro;neutro;não;Richard fica falando que não filmou a onça pois foi cevada, porém leva cobras dele pra filmar na natureza.;;;;;
positivo;neutro;não;O planeta não é exclusivamente do ser humano!!! Tem milhares de forma de vida. E temos que aprender a conviver com essa diversidade!!! Todas as formas de vida têm direito de viver na natureza!!!;;;;;
neutro;neutro;não;@@catiajus1986 Exatamente isso que eu queria falar! Aprender a conviver;;;;;
neutro;neutro;não;O que é cevada ?;;;;;
neutro;neutro;não;Cevar: cativar,acostumar;;;;;
neutro;neutro;não;Raquete de choque gigante,kkk.;;;;;
neutro;neutro;não;Maneiro esses caras, assuntos muito bom, esclarecedor, mostra outro ponto pro pensamentos.;;;;;
neutro;neutro;não;Esse biológico Henrique é 1 tremendo de 1 babaca in100cível abraço;;;;;
neutro;neutro;não;trás Aldeia ,ai sim , cara vive , nasceu na selva;;;;;
neutro;neutro;não;falto o daldeia ai;;;;;
neutro;neutro;não;eu pensei isso, como os caras pegaram a onça comendo o resto do cara, a onça foi para cima de um deles e eles não deram tiro? como foi isso? eles fizeram ela correr gritando? não bate, ela foi atingida e morreu mais a frente!;;;;;
negativo;neutro;não;Onça perde ser humanos para mim tem que ser na espingarda 12 dos canos o povo esquece que nós somos o topo;;;;;
neutro;neutro;não;Os Crossovers do Vilela deixam a Marvel e DC no chinelo.;;;;;
neutro;neutro;não;N falaram sobre a onça não ser a mesma que matou sr Jorge!!;;;;;
neutro;neutro;não;@@cristianesousa9629 pois é;;;;;
neutro;neutro;não;Esses dois são top;;;;;
neutro;neutro;não;Essa onça pode não ser a mesma, até porque repercutiu e tiveram que colocar um ponto final.;;;;;
neutro;neutro;não;Que coisa ridícula, esse tiozão com essa pintura de personagem de videogame no rosto.;;;;;
neutro;neutro;não;​@@Alisson00001Você viu o vídeo? Porque o que eu vi só mostrava o sangue no chão depois do suposto ataque.;;;;;
neutro;neutro;não;Tem onça na Bahia?;;;;;
neutro;neutro;sim;A gente conta e o pessoal não acredita. Até nisso a mídia da Bahia oculta os fatos.;;;;;
neutro;neutro;não;​@@Jeferson-p6p a Bahia  é  um estado  enorme.  Há onças  pintadas e as onças  pardas. No oeste da Bahia ( nos Gerais)  há muitas onças sim.;;;;;
neutro;neutro;não;Entendi tudo e ao mesmo tempo nada;;;;;
negativo;neutro;sim;Informações verdadeiras, pq a maioria estava romantizando a onça, que não predam ser humano. Sim a onça preda qualquer coisa que dê bobeira, vivi a vida toda na roça e digo com propriedade. A onça é tão temida que quando ela passa numa distância que os animais como gado e porco sentem o cheiro dela eles estouram em direção contrária;;;;;
neutro;neutro;não;Ele também já foi acusado de pagar pescadores para abater um boto rosa para (veja só) forjar uma denuncia de caça ilegal durante o quadro que fazia no Fantástico. Se não me engano, também já foi multado pelo IBAMA por maus tratos a animais.;;;;;
neutro;neutro;não;Concordo com você ​@@ruimaciel9292;;;;;
neutro;neutro;não;pasmem, o animal em destaque és tu;;;;;
neutro;neutro;não;Quem tem gato sabe o poder e a força q esses bichinhos tem. Isso um gatinho que mal pesa 2kg;;;;;
neutro;neutro;não;​​@@nanypolidoisso aí, tem MT força pra o tamanho;;;;;
positivo;neutro;não;Que bom que a onça passa bem. Prefiro a onça que seres humanos.;;;;;
neutro;neutro;não;Entendi;;;;;
neutro;neutro;não;vc é um robo?;;;;;
neutro;neutro;não;​@@rafaelrocha8168rapaz... O que esse cara falou pra deixar os batedores de continência pra pneu irritados? Esse Henrique nem deve ser um cara de esquerda.;;;;;
neutro;neutro;não;Faltou você então! <br>Você é o bichão!!!!;;;;;
neutro;neutro;não;Kkkkkkkkk inveja faz mal;;;;;
neutro;neutro;não;Pq?;;;;;
neutro;neutro;não;Sabe nem escrever, vai saber o que de biologia.;;;;;
neutro;neutro;não;ABRAÇÃO AOS GRANDES BIÓLOGOS ILSON CARLOS BIÓLOGO SDE SANTA CATARINA 9 REGIONAL CRbio 133330;;;;;
neutro;negativo;não;Quem em sã consciência bate de frente com uma onça e vai querer tirar um mano a mano com ela? Kkkkkkkk tem que ta armado ou ser muito maluco;;;;;
neutro;neutro;não;​@@douglasroberto3192Muito bem 👏👏;;;;;
neutro;neutro;não;​​@yehzyn te sugiro o mesmo kkkkkk😊🤏🏻👍🏻👌🏻;;;;;
neutro;neutro;não;Terra de maconheiro;;;;;
neutro;neutro;não;Ser biólogo é uma coisa,agora meu irmão ser fanático é outra coisa bem diferente.;;;;;
neutro;neutro;não;Como conhecimento é bom!!;;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=694"">11:34</a>";;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=620"">10:20</a>";;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=540"">9:00</a>";;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=480"">8:00</a>";;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=400"">6:40</a>";;;;;
neutro;neutro;não;"<a href=""https://www.youtube.com/watch?v=IhrECIS2-4Y&amp;t=300"">5:00</a>";;;;;
neutro;neutro;não;"No ocidente e nas &quot;democraias&quot; tudo é muito divulgado e escancarado. Nós países não ocidentais os ditadores e governos autoritários fazem o que bem entendem e como não divulgam ninguém reclama. O pessoal que está reclamando por acaso iria estudar em Harvard? Pq acham que tem direito no país dos outros? Por acaso pagam impostos lá? É o mesmo povo que de ontem pra hoje fala em soberania e patriotismo no Brasil?";;;;;
neutro;neutro;não;A sombra ea escuridão explica por favor ❤❤❤;;;;;
neutro;neutro;não;Só biogo e alguns tontos entraram no mato desarmado eu e outros caipira andan armando se uma onca me atacar vai morrer não sou presa fácil;;;;;
